Geneid	p_value	p_value_corrected
ENSG00000140350	0.002819329524297899	0.8429643063361534
ENSG00000182512	0.002958533708158083	0.8429643063361534
ENSG00000233966	0.002964159311459909	0.8429643063361534
ENSG00000157107	0.0029681462061232184	0.8429643063361534
ENSG00000211829	0.002980320599412644	0.8429643063361534
ENSG00000204977	0.003019704032263587	0.8429643063361534
ENSG00000135750	0.0030519367707289575	0.8429643063361534
ENSG00000197536	0.00315765178869431	0.8429643063361534
ENSG00000262777	0.0031659710102111644	0.8429643063361534
ENSG00000103018	0.0031818514641663172	0.8429643063361534
ENSG00000236850	0.0032395875972531882	0.8429643063361534
ENSG00000232158	0.0033368725916259143	0.8429643063361534
ENSG00000166855	0.00334947161614042	0.8429643063361534
ENSG00000126860	0.003379004726173056	0.8429643063361534
ENSG00000124466	0.0034387127632762313	0.8429643063361534
ENSG00000152234	0.003461090814441255	0.8429643063361534
ENSG00000138463	0.003461310132885439	0.8429643063361534
ENSG00000171223	0.0034630154368653025	0.8429643063361534
ENSG00000232569	0.0034646814820474994	0.8429643063361534
ENSG00000270018	0.0034817885616151675	0.8429643063361534
ENSG00000197442	0.003564106081555653	0.8429643063361534
ENSG00000182584	0.003572916763967259	0.8429643063361534
ENSG00000179455	0.003704254190971183	0.8429643063361534
ENSG00000132879	0.003711066086303995	0.8429643063361534
ENSG00000122034	0.003721126370049668	0.8429643063361534
ENSG00000185347	0.003809817783141858	0.8429643063361534
ENSG00000072958	0.0038241009819054957	0.8429643063361534
ENSG00000143409	0.00394501699510735	0.8429643063361534
ENSG00000070950	0.003966547696290058	0.8429643063361534
ENSG00000233457	0.00400552305912497	0.8429643063361534
ENSG00000108106	0.004007057811139037	0.8429643063361534
ENSG00000118217	0.004080615533173424	0.8429643063361534
ENSG00000075303	0.004136497407496599	0.8429643063361534
ENSG00000085117	0.004161289521141476	0.8429643063361534
ENSG00000188732	0.0041982965678846774	0.8429643063361534
ENSG00000213305	0.004209256071501312	0.8429643063361534
ENSG00000119844	0.004211415427537205	0.8429643063361534
ENSG00000227315	0.004237350593407577	0.8429643063361534
ENSG00000236736	0.0043221369044707985	0.8429643063361534
ENSG00000235211	0.004394325823024592	0.8429643063361534
ENSG00000173540	0.004542124895583675	0.8429643063361534
ENSG00000122882	0.004545879921713587	0.8429643063361534
ENSG00000163686	0.004767589954324456	0.8429643063361534
ENSG00000224025	0.0047706688275223974	0.8429643063361534
ENSG00000172974	0.0047984262954097875	0.8429643063361534
ENSG00000275158	0.0048094142463152	0.8429643063361534
ENSG00000230534	0.004924297937702441	0.8429643063361534
ENSG00000185483	0.004937203845207166	0.8429643063361534
ENSG00000237073	0.005076426575396791	0.8429643063361534
ENSG00000133136	0.005078879753550514	0.8429643063361534
ENSG00000135074	0.005160507643790264	0.8429643063361534
ENSG00000274959	0.00518218234711233	0.8429643063361534
ENSG00000259994	0.005337745084202823	0.8429643063361534
ENSG00000260461	0.00537251507190239	0.8429643063361534
ENSG00000123600	0.005430260286280153	0.8429643063361534
ENSG00000262248	0.0054777445626171175	0.8429643063361534
ENSG00000225335	0.005614818591144036	0.8429643063361534
ENSG00000280355	0.005617320808940188	0.8429643063361534
ENSG00000175087	0.005641149911163722	0.8429643063361534
ENSG00000135916	0.005723536818833613	0.8429643063361534
ENSG00000126698	0.005724358235872056	0.8429643063361534
ENSG00000244743	0.005830405531862794	0.8429643063361534
ENSG00000269099	0.005884708978082799	0.8429643063361534
ENSG00000225755	0.005961143707285002	0.8429643063361534
ENSG00000163001	0.005988035668519247	0.8429643063361534
ENSG00000140990	0.006010998845234969	0.8429643063361534
ENSG00000112339	0.0060684222481785415	0.8429643063361534
ENSG00000226404	0.006116226676455891	0.8429643063361534
ENSG00000248979	0.006130591757627677	0.8429643063361534
ENSG00000140740	0.006372270264559986	0.8429643063361534
ENSG00000149573	0.006476229721303851	0.8429643063361534
ENSG00000211747	0.006526655928662426	0.8429643063361534
ENSG00000278616	0.006542238383772832	0.8429643063361534
ENSG00000131400	0.00657432020341854	0.8429643063361534
ENSG00000237265	0.006581877921251215	0.8429643063361534
ENSG00000144827	0.006595783790786844	0.8429643063361534
ENSG00000173039	0.006656103663791485	0.8429643063361534
ENSG00000160233	0.006761555792166035	0.8429643063361534
ENSG00000225921	0.006766718810470194	0.8429643063361534
ENSG00000175756	0.006778170686927091	0.8429643063361534
ENSG00000133103	0.006988467342420034	0.8429643063361534
ENSG00000170955	0.007063388747440133	0.8429643063361534
ENSG00000275300	0.00706704449266748	0.8429643063361534
ENSG00000270804	0.0070883057148347405	0.8429643063361534
ENSG00000219433	0.007096237250084473	0.8429643063361534
ENSG00000042088	0.007111503231506881	0.8429643063361534
ENSG00000167244	0.007119277334609846	0.8429643063361534
ENSG00000146426	0.0071677016225977835	0.8429643063361534
ENSG00000099783	0.0071797689753291165	0.8429643063361534
ENSG00000124659	0.007181390512480944	0.8429643063361534
ENSG00000198155	0.007215923574870121	0.8429643063361534
ENSG00000277978	0.00729925186094767	0.8429643063361534
ENSG00000126351	0.00731092822282566	0.8429643063361534
ENSG00000254837	0.007350768218903314	0.8429643063361534
ENSG00000198498	0.007390763110443606	0.8429643063361534
ENSG00000166507	0.007489581948252803	0.8429643063361534
ENSG00000122644	0.007496022001994477	0.8429643063361534
ENSG00000176927	0.007708796932738909	0.8429643063361534
ENSG00000095397	0.0077646596649965345	0.8429643063361534
ENSG00000123416	0.007823443697393592	0.8429643063361534
ENSG00000279670	0.007835544062208988	0.8429643063361534
ENSG00000228107	0.007835544062208988	0.8429643063361534
ENSG00000233602	0.007898344783036032	0.8429643063361534
ENSG00000172465	0.007953671177596898	0.8429643063361534
ENSG00000223467	0.008023866604425826	0.8429643063361534
ENSG00000271264	0.008035317688527735	0.8429643063361534
ENSG00000234422	0.00804780663973234	0.8429643063361534
ENSG00000174749	0.00809606505110503	0.8429643063361534
ENSG00000277287	0.008099062465212583	0.8429643063361534
ENSG00000153046	0.008109562320132626	0.8429643063361534
ENSG00000261377	0.008214950765769403	0.8429643063361534
ENSG00000119574	0.008281340125739741	0.8429643063361534
ENSG00000170458	0.008330383953266395	0.8429643063361534
ENSG00000167595	0.008343014168533398	0.8429643063361534
ENSG00000184517	0.008408414672490509	0.8429643063361534
ENSG00000228797	0.008486007021232459	0.8429643063361534
ENSG00000259236	0.00857942049119234	0.8429643063361534
ENSG00000183137	0.008704287569377588	0.8429643063361534
ENSG00000049249	0.008704329033352812	0.8429643063361534
ENSG00000231128	0.00872132024491537	0.8429643063361534
ENSG00000156928	0.008834905683259049	0.8429643063361534
ENSG00000278472	0.00885469457292362	0.8429643063361534
ENSG00000256967	0.009003673802143468	0.8429643063361534
ENSG00000072609	0.00900701613521734	0.8429643063361534
ENSG00000178585	0.009018751389506417	0.8429643063361534
ENSG00000239927	0.00903866592960777	0.8429643063361534
ENSG00000140406	0.009100539336276497	0.8429643063361534
ENSG00000106689	0.00911769060538273	0.8429643063361534
ENSG00000234500	0.00911769060538273	0.8429643063361534
ENSG00000260325	0.009133572602091291	0.8429643063361534
ENSG00000155858	0.009211379829870806	0.8429643063361534
ENSG00000141759	0.009222906966506012	0.8429643063361534
ENSG00000217612	0.009234322227405613	0.8429643063361534
ENSG00000161179	0.009274685994337482	0.8429643063361534
ENSG00000231595	0.009379090804130828	0.8429643063361534
ENSG00000088538	0.009433288355236049	0.8429643063361534
ENSG00000107758	0.009497469911887742	0.8429643063361534
ENSG00000176845	0.009506155902510654	0.8429643063361534
ENSG00000279866	0.009545431397654503	0.8429643063361534
ENSG00000268027	0.009575949401420909	0.8429643063361534
ENSG00000137996	0.009588582738163222	0.8429643063361534
ENSG00000169814	0.009593217661729984	0.8429643063361534
ENSG00000180304	0.009610199949871048	0.8429643063361534
ENSG00000178462	0.009641540302200529	0.8429643063361534
ENSG00000278312	0.009779890814603632	0.8429643063361534
ENSG00000269901	0.009800805848625457	0.8429643063361534
ENSG00000171806	0.00980735643280915	0.8429643063361534
ENSG00000214309	0.009810274473020686	0.8429643063361534
ENSG00000112081	0.009835205620145136	0.8429643063361534
ENSG00000250602	0.009909454312589366	0.8429643063361534
ENSG00000187537	0.00991054513773797	0.8429643063361534
ENSG00000007372	0.009917243623465506	0.8429643063361534
ENSG00000176125	0.00992425191291993	0.8429643063361534
ENSG00000227827	0.009965637181227536	0.8429643063361534
ENSG00000250725	0.009971587549474439	0.8429643063361534
ENSG00000243554	0.009989204881084015	0.8429643063361534
ENSG00000172216	0.010009395834532121	0.8429643063361534
ENSG00000082068	0.010016141138387362	0.8429643063361534
ENSG00000232021	0.010032360942486523	0.8429643063361534
ENSG00000125462	0.010052165737299086	0.8429643063361534
ENSG00000248925	0.010069679849723803	0.8429643063361534
ENSG00000179361	0.010183391684812438	0.8429643063361534
ENSG00000106009	0.010185801872323371	0.8429643063361534
ENSG00000188282	0.010261117047267143	0.8429643063361534
ENSG00000277610	0.01035630586955012	0.8429643063361534
ENSG00000280300	0.010366283707678177	0.8429643063361534
ENSG00000170638	0.010380429455048964	0.8429643063361534
ENSG00000258895	0.01038160372543562	0.8429643063361534
ENSG00000112773	0.010416711825792586	0.8429643063361534
ENSG00000172466	0.010424717373415968	0.8429643063361534
ENSG00000212607	0.010469489179391984	0.8429643063361534
ENSG00000107672	0.010507872333816726	0.8429643063361534
ENSG00000255503	0.01053723876508718	0.8429643063361534
ENSG00000106829	0.010568592422011917	0.8429643063361534
ENSG00000169220	0.010599632110127618	0.8429643063361534
ENSG00000273607	0.010635829331371612	0.8429643063361534
ENSG00000250471	0.010650692177850656	0.8429643063361534
ENSG00000154016	0.010655512277139255	0.8429643063361534
ENSG00000118363	0.010715956864242471	0.8429643063361534
ENSG00000260145	0.010721592631462244	0.8429643063361534
ENSG00000261732	0.010764049795069647	0.8429643063361534
ENSG00000213638	0.010809517791791384	0.8429643063361534
ENSG00000165275	0.01082875627584592	0.8429643063361534
ENSG00000168566	0.010898027992114548	0.8429643063361534
ENSG00000076716	0.010917321455762123	0.8429643063361534
ENSG00000163874	0.010927957517250753	0.8429643063361534
ENSG00000185900	0.01104603889591621	0.8429643063361534
ENSG00000077549	0.01114474472349355	0.8429643063361534
ENSG00000227942	0.011151766394379306	0.8429643063361534
ENSG00000062598	0.011159181508624159	0.8429643063361534
ENSG00000211787	0.011165079138982527	0.8429643063361534
ENSG00000279080	0.011251315167383015	0.8429643063361534
ENSG00000213699	0.011342996528131678	0.8429643063361534
ENSG00000236765	0.011357045888461726	0.8429643063361534
ENSG00000171222	0.011366091582394593	0.8429643063361534
ENSG00000236745	0.01143848153267162	0.8429643063361534
ENSG00000275340	0.011477638451143562	0.8429643063361534
ENSG00000004534	0.011518018555751483	0.8429643063361534
ENSG00000132204	0.011522089915576928	0.8429643063361534
ENSG00000270133	0.011522089915576928	0.8429643063361534
ENSG00000101974	0.011533290743641974	0.8429643063361534
ENSG00000124795	0.011620107895274161	0.8429643063361534
ENSG00000257350	0.011748140274772265	0.8429643063361534
ENSG00000258427	0.011775041885806347	0.8429643063361534
ENSG00000069275	0.011788310920517318	0.8429643063361534
ENSG00000162777	0.011795152044709717	0.8429643063361534
ENSG00000060491	0.011808308134830869	0.8429643063361534
ENSG00000226361	0.01184060984143178	0.8429643063361534
ENSG00000234546	0.0118570874714774	0.8429643063361534
ENSG00000269191	0.011898294894709215	0.8429643063361534
ENSG00000198355	0.011979021555386304	0.8429643063361534
ENSG00000197275	0.011983046570877858	0.8429643063361534
ENSG00000227642	0.012074842378406338	0.8429643063361534
ENSG00000272518	0.012105153627879416	0.8429643063361534
ENSG00000117010	0.012296860000656747	0.8429643063361534
ENSG00000270120	0.012306205133230623	0.8429643063361534
ENSG00000205959	0.012310749256540156	0.8429643063361534
ENSG00000144455	0.01235785740221559	0.8429643063361534
ENSG00000214812	0.012408575957928769	0.8429643063361534
ENSG00000185507	0.012462942114961347	0.8429643063361534
ENSG00000178538	0.012493071896792754	0.8429643063361534
ENSG00000144451	0.012504777457994597	0.8429643063361534
ENSG00000075407	0.012525157338054139	0.8429643063361534
ENSG00000273002	0.012544352201354272	0.8429643063361534
ENSG00000227288	0.012553370670322679	0.8429643063361534
ENSG00000165609	0.01261353916132491	0.8429643063361534
ENSG00000166263	0.012745935325471048	0.8429643063361534
ENSG00000165169	0.012815618628030719	0.8429643063361534
ENSG00000111716	0.012832962909651016	0.8429643063361534
ENSG00000204304	0.012839690609471809	0.8429643063361534
ENSG00000220785	0.012906598790200445	0.8429643063361534
ENSG00000164040	0.012961116919692192	0.8429643063361534
ENSG00000260751	0.01298044298108954	0.8429643063361534
ENSG00000233828	0.013038669725977706	0.8429643063361534
ENSG00000143543	0.013064169131278345	0.8429643063361534
ENSG00000254676	0.013078471331507772	0.8429643063361534
ENSG00000241732	0.013081457155492904	0.8429643063361534
ENSG00000175970	0.013102794191419001	0.8429643063361534
ENSG00000275851	0.0131252308647371	0.8429643063361534
ENSG00000178209	0.01318328086021585	0.8429643063361534
ENSG00000111752	0.013227269856406062	0.8429643063361534
ENSG00000122122	0.013289905014648445	0.8429643063361534
ENSG00000160007	0.013295135844664045	0.8429643063361534
ENSG00000178234	0.01330844167599966	0.8429643063361534
ENSG00000133818	0.01333736713393679	0.8429643063361534
ENSG00000165821	0.013384330193357323	0.8429643063361534
ENSG00000280123	0.013389022861209781	0.8429643063361534
ENSG00000111860	0.013479154428783715	0.8429643063361534
ENSG00000277511	0.013596836546342844	0.8429643063361534
ENSG00000163798	0.013685040525526488	0.8429643063361534
ENSG00000255977	0.013696282934734301	0.8429643063361534
ENSG00000130749	0.013708238510730247	0.8429643063361534
ENSG00000153814	0.0137199889383453	0.8429643063361534
ENSG00000258805	0.013797545447723712	0.8429643063361534
ENSG00000161677	0.013848370866993014	0.8429643063361534
ENSG00000176105	0.013888529058322403	0.8429643063361534
ENSG00000174804	0.01394504793788305	0.8429643063361534
ENSG00000150510	0.014027851925897093	0.8429643063361534
ENSG00000270170	0.014039773466030544	0.8429643063361534
ENSG00000051825	0.014050251136844752	0.8429643063361534
ENSG00000119801	0.014066323005404986	0.8429643063361534
ENSG00000165209	0.014129838635346337	0.8429643063361534
ENSG00000226971	0.014284434641788796	0.8429643063361534
ENSG00000261480	0.014428808549410302	0.8429643063361534
ENSG00000258230	0.014428808549410302	0.8429643063361534
ENSG00000240771	0.014433100114470299	0.8429643063361534
ENSG00000153310	0.014455854800020096	0.8429643063361534
ENSG00000108094	0.014567505847041588	0.8429643063361534
ENSG00000111962	0.01461794277427584	0.8429643063361534
ENSG00000116005	0.014753321992496947	0.8429643063361534
ENSG00000173744	0.014755419452238955	0.8429643063361534
ENSG00000150477	0.014809666852219032	0.8429643063361534
ENSG00000086570	0.014823951666378272	0.8429643063361534
ENSG00000198171	0.014829942898861396	0.8429643063361534
ENSG00000081386	0.015047933253373743	0.8429643063361534
ENSG00000219240	0.015061402044685679	0.8429643063361534
ENSG00000146540	0.015117082939714793	0.8429643063361534
ENSG00000077254	0.015185768848246852	0.8429643063361534
ENSG00000175029	0.015186012689998005	0.8429643063361534
ENSG00000116489	0.01521678627766129	0.8429643063361534
ENSG00000214796	0.015315452938726852	0.8429643063361534
ENSG00000140988	0.015322635556337044	0.8429643063361534
ENSG00000132763	0.015339739703307652	0.8429643063361534
ENSG00000056050	0.01535815046366359	0.8429643063361534
ENSG00000239857	0.015399393201375995	0.8429643063361534
ENSG00000092330	0.015480020057018477	0.8429643063361534
ENSG00000226784	0.015533046081659296	0.8429643063361534
ENSG00000152944	0.015538650729318005	0.8429643063361534
ENSG00000163041	0.015589809243326381	0.8429643063361534
ENSG00000168282	0.01562548699236911	0.8429643063361534
ENSG00000223970	0.015691106030224	0.8429643063361534
ENSG00000105298	0.015754176453883016	0.8429643063361534
ENSG00000008311	0.01578932411348282	0.8429643063361534
ENSG00000172244	0.015864503451574412	0.8429643063361534
ENSG00000197647	0.01593015921295565	0.8429643063361534
ENSG00000070731	0.015939256673573193	0.8429643063361534
ENSG00000162909	0.015966387359867256	0.8429643063361534
ENSG00000267480	0.016074338850694994	0.8429643063361534
ENSG00000205269	0.01611728139852203	0.8429643063361534
ENSG00000108771	0.01616552611687505	0.8429643063361534
ENSG00000171853	0.016228909470719095	0.8429643063361534
ENSG00000181915	0.01625052005243838	0.8429643063361534
ENSG00000166337	0.016406629258293337	0.8429643063361534
ENSG00000114861	0.016430758846135828	0.8429643063361534
ENSG00000136868	0.01647577344286711	0.8429643063361534
ENSG00000183513	0.016519160821051985	0.8429643063361534
ENSG00000225578	0.01653378142584583	0.8429643063361534
ENSG00000059915	0.016549587308835254	0.8429643063361534
ENSG00000238248	0.01657836951180914	0.8429643063361534
ENSG00000211553	0.016579843820626806	0.8429643063361534
ENSG00000167470	0.016690806898392307	0.8429643063361534
ENSG00000133678	0.016705003061199514	0.8429643063361534
ENSG00000145781	0.016714861404231392	0.8429643063361534
ENSG00000238289	0.016748304785176405	0.8429643063361534
ENSG00000254944	0.016823256415017855	0.8429643063361534
ENSG00000126214	0.016856473856434753	0.8429643063361534
ENSG00000269086	0.016991076881508114	0.8429643063361534
ENSG00000196208	0.017031121981605613	0.8429643063361534
ENSG00000272572	0.017077682498831476	0.8429643063361534
ENSG00000133863	0.017193395039743296	0.8429643063361534
ENSG00000119392	0.01721439317730743	0.8429643063361534
ENSG00000234704	0.017226174498650933	0.8429643063361534
ENSG00000131711	0.017327328871562273	0.8429643063361534
ENSG00000132275	0.0173559494641989	0.8429643063361534
ENSG00000214009	0.01737380312211543	0.8429643063361534
ENSG00000170430	0.01739649001298324	0.8429643063361534
ENSG00000155026	0.017466825501535062	0.8429643063361534
ENSG00000113712	0.01746872817312973	0.8429643063361534
ENSG00000274538	0.0174919546390603	0.8429643063361534
ENSG00000080371	0.017562705507843362	0.8429643063361534
ENSG00000132155	0.0175801660808107	0.8429643063361534
ENSG00000214114	0.017638193049268384	0.8429643063361534
ENSG00000120318	0.01765368509098095	0.8429643063361534
ENSG00000229593	0.017670421984718496	0.8429643063361534
ENSG00000228364	0.017680895856461997	0.8429643063361534
ENSG00000144893	0.017685163739410092	0.8429643063361534
ENSG00000143363	0.017691634612712597	0.8429643063361534
ENSG00000129194	0.017770019360865127	0.8429643063361534
ENSG00000133302	0.017808777313339946	0.8429643063361534
ENSG00000267510	0.017859253160470517	0.8429643063361534
ENSG00000232380	0.017865168247289016	0.8429643063361534
ENSG00000135525	0.0178762067957365	0.8429643063361534
ENSG00000203814	0.018000779953060406	0.8429643063361534
ENSG00000198945	0.018001889221194185	0.8429643063361534
ENSG00000115661	0.018021923228960943	0.8429643063361534
ENSG00000137692	0.018145140970491785	0.8429643063361534
ENSG00000275050	0.018262353311637267	0.8429643063361534
ENSG00000186265	0.018352611644512653	0.8429643063361534
ENSG00000257906	0.018443013242969934	0.8429643063361534
ENSG00000232133	0.018447064510399687	0.8429643063361534
ENSG00000166199	0.01844956951159092	0.8429643063361534
ENSG00000226533	0.018475105403013184	0.8429643063361534
ENSG00000212567	0.018475105403013184	0.8429643063361534
ENSG00000229948	0.018475105403013184	0.8429643063361534
ENSG00000224136	0.018475105403013184	0.8429643063361534
ENSG00000214944	0.018475105403013184	0.8429643063361534
ENSG00000276325	0.018475105403013184	0.8429643063361534
ENSG00000092969	0.018475105403013184	0.8429643063361534
ENSG00000258752	0.018475105403013184	0.8429643063361534
ENSG00000147234	0.018475105403013184	0.8429643063361534
ENSG00000183186	0.018475105403013184	0.8429643063361534
ENSG00000276029	0.018475105403013184	0.8429643063361534
ENSG00000272861	0.018475105403013184	0.8429643063361534
ENSG00000269054	0.018475105403013184	0.8429643063361534
ENSG00000227755	0.018475105403013184	0.8429643063361534
ENSG00000234788	0.018475105403013184	0.8429643063361534
ENSG00000224049	0.018475105403013184	0.8429643063361534
ENSG00000262921	0.018475105403013184	0.8429643063361534
ENSG00000270988	0.018475105403013184	0.8429643063361534
ENSG00000215914	0.018475105403013184	0.8429643063361534
ENSG00000134551	0.018475105403013184	0.8429643063361534
ENSG00000233421	0.018475105403013184	0.8429643063361534
ENSG00000236003	0.018475105403013184	0.8429643063361534
ENSG00000268994	0.018475105403013184	0.8429643063361534
ENSG00000130962	0.018475105403013184	0.8429643063361534
ENSG00000280298	0.018475105403013184	0.8429643063361534
ENSG00000264931	0.018475105403013184	0.8429643063361534
ENSG00000280130	0.018475105403013184	0.8429643063361534
ENSG00000228369	0.018475105403013184	0.8429643063361534
ENSG00000065618	0.018475105403013184	0.8429643063361534
ENSG00000244327	0.018475105403013184	0.8429643063361534
ENSG00000270237	0.018475105403013184	0.8429643063361534
ENSG00000207926	0.018475105403013184	0.8429643063361534
ENSG00000279162	0.018475105403013184	0.8429643063361534
ENSG00000152669	0.018475105403013184	0.8429643063361534
ENSG00000265665	0.018475105403013184	0.8429643063361534
ENSG00000211881	0.018475105403013184	0.8429643063361534
ENSG00000262081	0.018475105403013184	0.8429643063361534
ENSG00000234312	0.018475105403013184	0.8429643063361534
ENSG00000265315	0.018475105403013184	0.8429643063361534
ENSG00000253953	0.018475105403013184	0.8429643063361534
ENSG00000276112	0.018475105403013184	0.8429643063361534
ENSG00000271332	0.018475105403013184	0.8429643063361534
ENSG00000237737	0.018475105403013184	0.8429643063361534
ENSG00000236324	0.018475105403013184	0.8429643063361534
ENSG00000277401	0.018475105403013184	0.8429643063361534
ENSG00000178033	0.018475105403013184	0.8429643063361534
ENSG00000230212	0.018475105403013184	0.8429643063361534
ENSG00000260439	0.0184788583106719	0.8429643063361534
ENSG00000252274	0.018478858310671906	0.8429643063361534
ENSG00000170965	0.018478858310671906	0.8429643063361534
ENSG00000161929	0.018478858310671906	0.8429643063361534
ENSG00000252950	0.018478858310671906	0.8429643063361534
ENSG00000264284	0.018478858310671906	0.8429643063361534
ENSG00000255647	0.018478858310671906	0.8429643063361534
ENSG00000276945	0.018478858310671906	0.8429643063361534
ENSG00000227370	0.018478858310671906	0.8429643063361534
ENSG00000254856	0.018478858310671906	0.8429643063361534
ENSG00000279570	0.018478858310671906	0.8429643063361534
ENSG00000275590	0.018478858310671906	0.8429643063361534
ENSG00000166143	0.018478858310671906	0.8429643063361534
ENSG00000274330	0.018478858310671906	0.8429643063361534
ENSG00000103534	0.018478858310671906	0.8429643063361534
ENSG00000236853	0.018478858310671906	0.8429643063361534
ENSG00000259070	0.018478858310671906	0.8429643063361534
ENSG00000267672	0.018478858310671906	0.8429643063361534
ENSG00000199325	0.018478858310671906	0.8429643063361534
ENSG00000202533	0.018478858310671906	0.8429643063361534
ENSG00000235191	0.018478858310671906	0.8429643063361534
ENSG00000256108	0.018478858310671906	0.8429643063361534
ENSG00000171772	0.018478858310671906	0.8429643063361534
ENSG00000260518	0.018478858310671906	0.8429643063361534
ENSG00000233977	0.018478858310671906	0.8429643063361534
ENSG00000114698	0.018478858310671906	0.8429643063361534
ENSG00000252657	0.018478858310671906	0.8429643063361534
ENSG00000227212	0.018478858310671906	0.8429643063361534
ENSG00000163032	0.018478858310671906	0.8429643063361534
ENSG00000254207	0.018478858310671906	0.8429643063361534
ENSG00000214575	0.018478858310671906	0.8429643063361534
ENSG00000236377	0.018478858310671906	0.8429643063361534
ENSG00000265799	0.018478858310671906	0.8429643063361534
ENSG00000238064	0.018478858310671906	0.8429643063361534
ENSG00000213657	0.018478858310671906	0.8429643063361534
ENSG00000255522	0.018478858310671906	0.8429643063361534
ENSG00000141068	0.018481120657052562	0.8429643063361534
ENSG00000164252	0.018488408316401868	0.8429643063361534
ENSG00000272733	0.018553236452519706	0.8429643063361534
ENSG00000275705	0.018553236452519706	0.8429643063361534
ENSG00000201321	0.018553236452519706	0.8429643063361534
ENSG00000235351	0.018553236452519706	0.8429643063361534
ENSG00000136160	0.018553236452519706	0.8429643063361534
ENSG00000180537	0.018553236452519706	0.8429643063361534
ENSG00000225676	0.018553236452519706	0.8429643063361534
ENSG00000266522	0.018553236452519706	0.8429643063361534
ENSG00000166342	0.018553236452519706	0.8429643063361534
ENSG00000250917	0.018553236452519706	0.8429643063361534
